Year,Team,FGM,FG %,XPM,XP Pct,KRet TD,PRet T
1970,Chiefs,30,71.4,26,100,0,0
1970,Vikings,30,65.2,35,100,0,0
1970,Rams,29,64.4,34,100,1,0
1970,Bengals,25,67.6,33,100,1,1
1970,Giants,25,61,32,100,0,1
1970,Dolphins,22,73.3,33,100,1,1
1970,49ers,21,67.7,39,95.1,0,0
1970,Bears,20,58.8,28,100,4,0
1970,Lions,20,69,41,100,1,1
1970,Cardinals,20,62.5,37,97.4,0,1
1970,Redskins,20,74.1,33,97.1,0,0
1970,Colts,19,55.9,36,94.7,1,1
1970,Jets,19,54.3,28,100,0,0
1970,Cowboys,18,66.7,35,100,1,0
1970,Broncos,18,56.2,27,96.4,0,0
1970,Oilers,18,56.2,23,100,0,0
1970,Saints,18,52.9,16,94.1,0,0
1970,Raiders,16,55.2,36,100,0,1
1970,Packers,15,53.6,19,90.5,2,0
1970,Eagles,14,56,25,89.3,0,0
1970,Browns,12,54.6,34,97.1,1,0
1970,Chargers,12,63.2,34,97.1,0,0
1970,Bills,10,52.6,24,96,2,0
1970,Steelers,10,35.7,24,96,0,0
1970,Falcons,9,36,23,88.5,0,2
1970,Patriots,8,36.4,17,94.4,0,0
1971,Redskins,29,59.2,27,100,0,0
1971,Dolphins,28,70,33,100,1,0
1971,Chiefs,26,57.8,32,100,0,0
1971,Broncos,25,65.8,18,100,0,0
1971,49ers,23,63.9,32,100,0,0
1971,Lions,22,59.5,39,100,2,0
1971,Vikings,22,68.8,25,100,0,0
1971,Cardinals,21,65.6,24,100,1,0
1971,Bengals,20,55.6,31,100,0,0
1971,Colts,20,69,35,97.2,0,0
1971,Cowboys,18,54.6,50,100,2,0
1971,Rams,18,62.1,37,100,1,0
1971,Eagles,18,48.6,23,95.8,0,0
1971,Oilers,17,60.7,26,89.7,0,0
1971,Saints,17,60.7,29,93.6,0,0
1971,Steelers,17,63,27,100,0,1
1971,Chargers,17,58.6,36,97.3,0,0
1971,Bears,15,45.4,18,100,0,0
1971,Browns,15,53.6,34,100,0,0
1971,Raiders,15,68.2,41,97.6,0,0
1971,Packers,14,53.8,32,97,1,0
1971,Falcons,13,61.9,29,87.9,0,0
1971,Bills,12,48,20,95.2,0,2
1971,Patriots,12,57.1,28,100,0,0
1971,Jets,8,42.1,25,96.2,0,0
1971,Giants,6,35.3,30,100,1,0
1972,Packers,33,68.8,29,100,0,2
1972,Steelers,28,68.3,35,97.2,0,0
1972,Bengals,27,67.5,30,96.8,0,2
1972,Jets,27,73,40,97.6,0,1
1972,Rams,24,58.5,31,100,0,0
1972,Dolphins,24,64.9,43,95.6,0,0
1972,Browns,22,81.5,28,96.6,0,0
1972,Cowboys,21,58.3,36,100,0,0
1972,Chiefs,21,58.3,32,100,0,0
1972,Vikings,21,63.6,34,100,0,0
1972,Giants,21,67.7,34,89.5,1,0
1972,Broncos,20,69,37,100,1,1
1972,Lions,20,69,38,97.4,0,0
1972,Eagles,20,57.1,11,91.7,0,0
1972,Chargers,18,58.1,28,93.3,0,0
1972,49ers,18,62.1,41,97.6,1,0
1972,Raiders,17,65.4,44,100,0,0
1972,Falcons,16,53.3,31,100,0,0
1972,Bills,16,66.7,29,96.7,0,0
1972,Cardinals,14,63.6,19,90.5,0,0
1972,Redskins,14,46.7,40,97.6,0,0
1972,Oilers,13,61.9,17,94.4,0,0
1972,Colts,13,33.3,28,100,1,0
1972,Bears,12,50,26,100,2,0
1972,Saints,11,44,24,96,0,0
1972,Patriots,8,50,24,100,0,0
1973,Rams,30,63.8,40,95.2,1,0
1973,Steelers,29,67.4,36,97.3,0,0
1973,Falcons,26,68.4,34,100,0,0
1973,49ers,26,78.8,26,100,0,0
1973,Dolphins,25,67.6,38,100,0,0
1973,Chiefs,24,63.2,21,91.3,0,0
1973,Eagles,24,60,34,100,0,0
1973,Raiders,23,69.7,31,100,0,1
1973,Cardinals,23,71.9,31,100,1,0
1973,Browns,22,71,24,100,0,0
1973,Broncos,22,66.7,40,100,0,0
1973,Redskins,22,52.4,37,100,1,0
1973,Bills,21,70,27,100,2,1
1973,Bengals,21,67.7,31,96.9,0,0
1973,Lions,21,63.6,28,100,0,0
1973,Packers,21,60,19,95,0,0
1973,Vikings,21,60,33,100,0,0
1973,Cowboys,19,63.3,45,97.8,0,0
1973,Saints,17,47.2,16,100,0,0
1973,Giants,17,60.7,25,100,0,0
1973,Jets,17,70.8,27,100,1,0
1973,Colts,16,57.1,22,91.7,1,0
1973,Oilers,15,62.5,21,100,1,0
1973,Patriots,15,51.7,25,83.3,1,0
1973,Bears,14,58.3,21,95.4,1,1
1973,Chargers,12,44.4,19,90.5,0,2
1974,Packers,25,64.1,19,100,0,2
1974,Lions,23,71.9,23,88.5,0,0
1974,Steelers,20,69,33,94.3,0,1
1974,Bills,19,57.6,25,86.2,0,0
1974,Redskins,19,61.3,35,92.1,1,1
1974,Chiefs,17,70.8,24,92.3,0,0
1974,Patriots,16,72.7,42,97.7,0,0
1974,Browns,14,87.5,29,96.7,1,0
1974,Cardinals,13,59.1,30,83.3,1,0
1974,Colts,12,60,22,100,0,0
1974,Vikings,12,60,32,82,0,0
1974,Jets,12,66.7,27,81.8,0,0
1974,Bengals,11,61.1,32,91.4,0,2
1974,Broncos,11,52.4,35,92.1,0,0
1974,Raiders,11,64.7,44,95.6,0,0
1974,49ers,11,45.8,25,92.6,0,1
1974,Cowboys,10,47.6,37,97.4,0,1
1974,Giants,10,52.6,21,91.3,0,0
1974,Eagles,10,62.5,26,86.7,0,0
1974,Falcons,9,56.2,12,100,0,1
1974,Bears,9,69.2,17,100,0,0
1974,Oilers,9,47.4,29,100,0,0
1974,Rams,9,56.2,26,76.5,1,0
1974,Saints,9,56.2,19,95,0,0
1974,Dolphins,8,53.3,43,100,0,0
1974,Chargers,6,37.5,26,92.9,0,0
1975,Cowboys,22,62.9,38,95,1,1
1975,Chiefs,22,68.8,30,96.8,0,0
1975,Broncos,21,72.4,23,88.5,0,0
1975,Rams,21,80.8,31,86.1,0,0
1975,Eagles,20,69,21,87.5,0,0
1975,Cardinals,19,79.2,40,97.6,1,1
1975,Oilers,18,60,31,91.2,1,3
1975,Browns,17,73.9,21,87.5,0,0
1975,Steelers,17,81,44,95.6,1,0
1975,Redskins,16,64,37,94.9,0,1
1975,Lions,14,66.7,25,86.2,0,0
1975,49ers,14,50,27,87.1,0,0
1975,Bears,13,56.5,18,81.8,0,0
1975,Raiders,13,61.9,44,91.7,1,0
1975,Dolphins,13,81.2,40,87,0,1
1975,Vikings,13,76.5,46,95.8,0,0
1975,Jets,13,61.9,27,90,0,0
1975,Packers,12,70.6,22,81.5,1,0
1975,Chargers,12,50,20,95.2,0,1
1975,Saints,11,52.4,18,100,0,0
1975,Bengals,10,47.6,40,88.9,0,0
1975,Colts,10,55.6,51,98.1,0,0
1975,Bills,9,56.2,51,89.5,0,0
1975,Patriots,9,52.9,33,100,1,0
1975,Giants,6,54.6,24,82.8,0,1
1975,Falcons,4,40,30,90.9,0,0
1976,Redskins,22,64.7,31,96.9,0,1
1976,Chiefs,21,55.3,27,81.8,0,0
1976,Colts,20,74.1,49,98,0,0
1976,Cardinals,20,74.1,33,94.3,0,0
1976,Vikings,19,61.3,32,88.9,0,0
1976,Cowboys,18,78.3,34,100,0,0
1976,Saints,18,78.3,25,86.2,0,0
1976,Rams,17,65.4,36,81.8,1,0
1976,Oilers,16,59.3,24,100,0,1
1976,Dolphins,16,69.6,29,93.6,0,1
1976,49ers,16,57.1,26,86.7,0,2
1976,Browns,15,53.6,27,90,0,0
1976,Broncos,15,71.4,36,92.3,0,4
1976,Patriots,15,60,43,91.5,0,2
1976,Bengals,14,51.8,39,92.9,1,0
1976,Lions,14,58.3,28,90.3,0,0
1976,Steelers,14,53.8,40,93,0,0
1976,Bills,13,54.2,26,89.7,0,1
1976,Bears,12,48,27,90,0,0
1976,Jets,11,68.8,16,80,0,1
1976,Eagles,11,68.8,18,94.7,0,0
1976,Falcons,10,47.6,20,100,0,0
1976,Packers,10,52.6,24,88.9,0,0
1976,Chargers,10,50,25,83.3,0,0
1976,Seahawks,9,56.2,26,89.7,0,0
1976,Raiders,8,42.1,42,89.4,0,0
1976,Giants,8,38.1,20,95.2,0,0
1976,Buccaneers,8,47.1,11,78.6,0,0
1977,Redskins,21,56.8,19,100,0,0
1977,Raiders,20,71.4,39,92.9,0,0
1977,Bengals,19,70.4,25,96.2,0,0
1977,Cowboys,18,62.1,39,95.1,0,0
1977,Rams,18,60,32,91.4,0,0
1977,Browns,17,73.9,30,96.8,0,0
1977,Colts,17,65.4,32,91.4,0,0
1977,Chargers,17,73.9,21,87.5,0,1
1977,Oilers,16,64,29,82.9,1,2
1977,Patriots,15,71.4,33,100,3,0
1977,Jets,15,60,18,85.7,0,0
1977,Bears,14,51.8,27,90,1,1
1977,Giants,14,60.9,19,95,0,1
1977,Falcons,13,43.3,20,100,0,0
1977,Broncos,13,68.4,31,91.2,0,1
1977,Packers,13,61.9,11,78.6,1,1
1977,49ers,11,57.9,25,92.6,1,0
1977,Dolphins,10,45.4,37,90.2,1,0
1977,Bills,9,52.9,17,89.5,0,2
1977,Steelers,9,64.3,34,91.9,0,0
1977,Seahawks,9,50,33,89.2,0,0
1977,Buccaneers,9,52.9,10,90.9,0,0
1977,Lions,8,42.1,19,90.5,1,1
1977,Chiefs,8,44.4,27,96.4,0,0
1977,Vikings,8,47.1,25,86.2,0,0
1977,Eagles,7,46.7,25,86.2,1,0
1977,Cardinals,7,43.8,35,97.2,0,0
1977,Saints,5,41.7,29,93.6,1,0
1978,Rams,29,67.4,31,93.9,0,0
1978,Jets,22,73.3,41,97.6,0,1
1978,Giants,21,72.4,27,93.1,0,0
1978,Lions,20,71.4,32,97,0,0
1978,Chiefs,20,66.7,25,96.2,0,0
1978,Browns,19,67.9,37,92.5,0,0
1978,Dolphins,19,82.6,41,91.1,0,0
1978,Redskins,19,63.3,30,96.8,1,1
1978,Chargers,18,81.8,37,86,0,0
1978,Bears,17,77.3,26,92.9,0,1
1978,Falcons,16,61.5,26,96.3,1,0
1978,Bengals,16,53.3,26,89.7,0,0
1978,Cowboys,16,61.5,46,97.9,0,0
1978,49ers,15,65.2,24,96,1,0
1978,Oilers,14,77.8,31,96.9,0,0
1978,Buccaneers,14,58.3,25,86.2,0,0
1978,Seahawks,13,61.9,40,90.9,0,0
1978,Raiders,12,60,33,86.8,0,0
1978,Vikings,12,63.2,36,97.3,0,0
1978,Patriots,12,50,42,91.3,0,0
1978,Saints,12,48,33,94.3,0,0
1978,Steelers,12,46.2,44,97.8,1,0
1978,Broncos,11,50,31,88.6,0,1
1978,Packers,11,57.9,30,100,1,0
1978,Cardinals,11,50,27,90,0,1
1978,Bills,10,76.9,36,94.7,1,1
1978,Colts,8,47.1,27,87.1,1,0
1978,Eagles,8,47.1,30,88.2,0,1
1979,Redskins,25,75.8,39,100,0,0
1979,Patriots,23,69.7,46,93.9,0,1
1979,Eagles,23,74.2,36,92.3,1,0
1979,Bills,21,63.6,25,86.2,0,0
1979,Oilers,21,84,41,95.4,0,0
1979,Dolphins,21,72.4,36,90,0,1
1979,49ers,20,83.3,32,91.4,1,0
1979,Cowboys,19,65.5,40,90.9,0,0
1979,Seahawks,19,82.6,43,93.5,0,0
1979,Raiders,18,66.7,41,91.1,1,0
1979,Steelers,18,60,50,96.2,0,0
1979,Browns,17,58.6,38,88.4,0,0
1979,Bears,16,59.3,34,91.9,1,1
1979,Saints,16,76.2,44,95.6,0,0
1979,Jets,16,53.3,35,83.3,0,0
1979,Chargers,16,61.5,47,90.4,0,0
1979,Colts,14,50,31,93.9,0,1
1979,Falcons,13,52,31,83.8,0,0
1979,Bengals,13,56.5,40,95.2,0,0
1979,Broncos,13,61.9,32,94.1,0,0
1979,Rams,13,52,36,92.3,0,0
1979,Vikings,13,59.1,28,90.3,0,0
1979,Packers,12,60,24,80,1,0
1979,Chiefs,12,52.2,28,96.6,0,2
1979,Cardinals,12,46.2,30,76.9,1,0
1979,Buccaneers,11,57.9,30,85.7,0,0
1979,Lions,10,55.6,25,96.2,0,0
1979,Giants,9,45,28,96.6,0,0
1980,Lions,27,64.3,35,97.2,1,0
1980,Broncos,26,76.5,32,97,0,0
1980,Patriots,26,76.5,51,100,1,1
1980,Chargers,24,66.7,46,95.8,0,0
1980,Oilers,20,80,31,91.2,0,0
1980,Chiefs,20,76.9,37,100,0,2
1980,Seahawks,20,64.5,33,100,0,1
1980,Falcons,19,70.4,46,93.9,0,0
1980,Raiders,19,51.4,41,93.2,2,0
1980,Steelers,19,67.9,39,92.9,0,0
1980,Redskins,18,54.6,27,90,0,0
1980,Browns,16,61.5,39,88.6,0,0
1980,Rams,16,53.3,51,98.1,1,0
1980,Vikings,16,61.5,33,86.8,1,0
1980,Giants,16,66.7,27,96.4,0,0
1980,Eagles,16,51.6,48,100,0,0
1980,Buccaneers,16,69.6,31,96.9,0,0
1980,Bengals,15,51.7,27,96.4,0,0
1980,49ers,15,79,33,84.6,1,2
1980,Dolphins,14,60.9,32,100,0,0
1980,Jets,14,63.6,36,100,0,0
1980,Cardinals,14,60.9,35,94.6,0,1
1980,Bills,13,56.5,37,94.9,0,0
1980,Bears,13,72.2,35,94.6,1,0
1980,Colts,12,52.2,43,93.5,0,0
1980,Saints,12,54.6,33,91.7,0,0
1980,Cowboys,11,64.7,59,98.3,0,0
1980,Packers,11,55,24,85.7,0,0
1981,Cowboys,27,77.1,40,100,0,0
1981,Chiefs,26,72.2,37,97.4,0,0
1981,Lions,25,71.4,46,100,0,1
1981,Jets,25,69.4,38,97.4,0,0
1981,Dolphins,24,77.4,37,97.4,1,1
1981,Giants,24,63.2,31,100,0,0
1981,Bengals,22,68.8,49,96.1,0,0
1981,Packers,22,91.7,35,97.2,0,1
1981,Falcons,21,63.6,51,100,0,0
1981,Vikings,21,84,34,91.9,1,0
1981,Eagles,20,64.5,41,95.4,0,0
1981,Cardinals,19,59.4,36,97.3,0,1
1981,Chargers,19,73.1,55,90.2,0,0
1981,49ers,19,65.5,42,100,1,0
1981,Redskins,19,63.3,38,90.5,0,2
1981,Browns,17,51.5,31,96.9,0,0
1981,Broncos,17,56.7,36,97.3,0,0
1981,Rams,17,65.4,36,100,0,3
1981,Buccaneers,17,60.7,36,94.7,0,0
1981,Oilers,15,68.2,32,94.1,2,0
1981,Patriots,15,62.5,37,94.9,0,0
1981,Seahawks,15,62.5,37,92.5,0,0
1981,Bills,14,58.3,37,100,0,0
1981,Raiders,14,58.3,27,81.8,0,1
1981,Saints,13,52,24,100,0,0
1981,Bears,12,52.2,29,93.6,0,1
1981,Steelers,12,70.6,38,82.6,0,0
1981,Colts,10,55.6,29,87.9,0,0
1982,Redskins,20,95.2,16,84.2,0,0
1982,Chiefs,19,79.2,17,100,0,0
1982,Buccaneers,18,78.3,14,100,0,0
1982,Lions,16,94.1,19,100,1,0
1982,Chargers,16,72.7,32,94.1,0,0
1982,Dolphins,15,75,21,95.4,0,1
1982,Bengals,14,77.8,25,96.2,0,0
1982,Packers,13,72.2,25,92.6,0,0
1982,Giants,12,57.1,18,100,0,0
1982,49ers,12,70.6,23,92,0,1
1982,Broncos,11,84.6,15,93.8,0,2
1982,Jets,11,64.7,26,83.9,0,0
1982,Falcons,10,71.4,21,95.4,0,0
1982,Cowboys,10,71.4,28,100,0,0
1982,Colts,10,55.6,11,100,0,0
1982,Raiders,10,62.5,32,97,0,0
1982,Steelers,10,83.3,22,100,0,0
1982,Seahawks,10,71.4,13,92.9,0,0
1982,Bills,9,50,15,88.2,0,0
1982,Bears,9,45,16,100,0,0
1982,Rams,9,60,23,95.8,0,1
1982,Vikings,8,57.1,23,100,0,0
1982,Patriots,8,61.5,15,88.2,1,0
1982,Cardinals,8,61.5,15,93.8,0,0
1982,Browns,7,43.8,17,100,0,0
1982,Saints,6,46.2,15,93.8,0,0
1982,Eagles,6,66.7,23,92,0,0
1982,Oilers,4,66.7,16,88.9,0,0
1983,Giants,35,83.3,22,95.6,0,0
1983,Redskins,33,70.2,62,98.4,0,0
1983,Colts,30,85.7,22,91.7,0,0
1983,Steelers,27,87.1,38,97.4,0,0
1983,Lions,25,78.1,38,100,0,1
1983,Vikings,25,75.8,33,97.1,0,0
1983,49ers,25,83.3,51,100,0,1
1983,Chiefs,24,80,44,97.8,0,0
1983,Browns,22,88,38,95,0,0
1983,Cowboys,22,81.5,57,96.6,0,1
1983,Broncos,21,84,33,97.1,0,1
1983,Packers,21,80.8,52,100,0,1
1983,Raiders,21,77.8,51,96.2,0,1
1983,Dolphins,18,66.7,45,93.8,0,1
1983,Saints,18,75,37,97.4,0,0
1983,Seahawks,18,72,49,98,1,1
1983,Falcons,17,77.3,43,95.6,0,1
1983,Oilers,17,81,33,97.1,2,0
1983,Bengals,16,69.6,39,95.1,0,0
1983,Jets,16,66.7,36,97.3,0,1
1983,Eagles,15,57.7,24,88.9,0,0
1983,Cardinals,15,53.6,45,95.7,0,0
1983,Chargers,15,62.5,43,95.6,0,0
1983,Bears,14,56,35,92.1,0,1
1983,Bills,11,42.3,34,94.4,0,0
1983,Rams,11,55,42,91.3,0,1
1983,Buccaneers,10,41.7,25,86.2,0,0
1983,Patriots,9,40.9,31,86.1,0,0
1984,Eagles,30,81.1,26,96.3,1,0
1984,Browns,25,71.4,25,100,0,0
1984,Rams,25,75.8,37,97.4,1,2
1984,49ers,25,71.4,56,100,0,1
1984,Steelers,24,75,45,100,0,1
1984,Redskins,24,77.4,48,94.1,0,0
1984,Cowboys,23,79.3,33,97.1,0,0
1984,Chiefs,23,69.7,35,100,0,0
1984,Cardinals,23,65.7,48,94.1,0,0
1984,Bears,22,78.6,35,94.6,0,0
1984,Bengals,22,71,37,100,0,0
1984,Patriots,22,78.6,42,100,0,0
1984,Broncos,21,75,38,92.7,0,0
1984,Falcons,20,74.1,31,100,0,0
1984,Lions,20,74.1,31,100,0,0
1984,Raiders,20,74.1,40,95.2,0,1
1984,Vikings,20,87,30,96.8,0,0
1984,Saints,20,74.1,34,100,0,0
1984,Chargers,20,69,46,97.9,0,1
1984,Seahawks,20,83.3,50,98,0,1
1984,Buccaneers,19,73.1,38,95,0,0
1984,Giants,17,51.5,32,91.4,0,0
1984,Jets,17,70.8,38,97.4,1,0
1984,Oilers,15,79,27,100,0,0
1984,Colts,14,60.9,27,96.4,1,0
1984,Packers,12,57.1,48,98,1,0
1984,Bills,11,52.4,31,100,0,1
1984,Dolphins,9,47.4,66,94.3,0,0
1985,Steelers,33,78.6,40,100,0,2
1985,Bears,31,81.6,51,100,2,0
1985,Saints,31,88.6,27,93.1,0,0
1985,Lions,26,83.9,31,93.9,0,1
1985,Jets,26,76.5,43,95.6,0,0
1985,Eagles,25,83.3,29,100,0,0
1985,Falcons,24,77.4,29,100,1,0
1985,Bengals,24,72.7,48,96,0,0
1985,Chiefs,24,88.9,35,100,0,0
1985,Patriots,24,80,40,97.6,0,2
1985,Broncos,23,60.5,41,93.2,0,0
1985,Rams,22,75.9,38,97.4,3,1
1985,Dolphins,22,81.5,50,96.2,0,0
1985,Giants,22,66.7,45,95.7,0,0
1985,Buccaneers,22,68.8,30,93.8,0,0
1985,Redskins,22,62.9,31,93.9,0,0
1985,Oilers,21,77.8,29,93.6,0,0
1985,Raiders,20,62.5,40,95.2,0,0
1985,Cowboys,19,67.9,42,97.7,0,0
1985,Packers,19,73.1,38,95,0,0
1985,Chargers,18,64.3,53,93,1,0
1985,Colts,16,61.5,36,92.3,0,1
1985,Vikings,15,57.7,41,95.4,0,0
1985,Browns,14,77.8,35,100,0,1
1985,Seahawks,14,56,40,95.2,0,0
1985,Bills,13,76.5,23,100,0,0
1985,Cardinals,13,46.4,33,97.1,0,0
1985,49ers,13,61.9,52,98.1,1,0
1986,Patriots,32,78,44,97.8,0,1
1986,Bears,28,68.3,36,97.3,2,0
1986,Browns,26,78.8,43,97.7,1,1
1986,Saints,26,86.7,30,100,1,0
1986,Giants,26,70.3,41,100,0,0
1986,49ers,25,71.4,41,97.6,0,1
1986,Falcons,23,63.9,29,96.7,0,0
1986,Oilers,22,81.5,28,96.6,0,0
1986,Vikings,22,78.6,44,93.6,0,0
1986,Seahawks,22,62.9,42,100,0,1
1986,Raiders,21,75,36,100,0,1
1986,Steelers,21,65.6,32,100,0,0
1986,Broncos,20,71.4,44,97.8,0,2
1986,Eagles,20,64.5,26,96.3,0,1
1986,Chiefs,19,73.1,43,100,1,0
1986,Lions,18,72,31,96.9,0,1
1986,Redskins,18,56.2,38,84.4,0,0
1986,Bills,17,63,32,94.1,0,1
1986,Bengals,17,53.1,50,98,0,0
1986,Packers,17,63,29,100,0,1
1986,Rams,17,70.8,34,97.1,0,0
1986,Buccaneers,17,70.8,26,96.3,0,0
1986,Jets,16,84.2,44,100,2,0
1986,Chargers,16,64,39,95.1,0,0
1986,Cowboys,15,71.4,43,100,0,0
1986,Dolphins,14,63.6,52,94.6,0,1
1986,Colts,13,52,26,96.3,0,0
1986,Cardinals,11,45.8,23,88.5,0,2
1987,Saints,33,78.6,43,95.6,0,0
1987,Colts,27,84.4,31,100,0,0
1987,Lions,26,66.7,27,100,0,0
1987,Oilers,26,81.2,37,97.4,0,0
1987,Bengals,25,78.1,28,93.3,0,0
1987,Cowboys,25,86.2,37,100,0,0
1987,Bears,22,68.8,38,95,1,2
1987,Steelers,22,75.9,31,100,0,0
1987,Browns,21,67.7,44,97.8,0,0
1987,Broncos,21,72.4,44,100,0,1
1987,Packers,21,72.4,24,92.3,0,0
1987,Chiefs,21,84,30,100,2,1
1987,Giants,20,62.5,28,96.6,0,0
1987,Jets,20,76.9,38,100,0,2
1987,Raiders,19,63.3,34,97.1,0,1
1987,Eagles,19,61.3,38,95,0,0
1987,Buccaneers,19,79.2,31,93.9,0,0
1987,Redskins,18,62.1,43,93.5,0,0
1987,Rams,17,81,36,94.7,1,0
1987,Seahawks,17,77.3,44,100,0,0
1987,Patriots,16,57.1,38,97.4,0,0
1987,Chargers,16,57.1,26,92.9,0,1
1987,49ers,16,69.6,55,93.2,1,1
1987,Vikings,14,48.3,40,97.6,0,1
1987,Cardinals,14,51.8,44,95.6,0,1
1987,Falcons,12,70.6,23,100,1,0
1987,Bills,12,60,32,97,0,0
1987,Dolphins,12,75,44,95.6,0,0
1988,Bills,32,86.5,33,100,0,0
1988,Steelers,28,77.8,34,97.1,2,0
1988,Chiefs,27,84.4,23,100,0,0
1988,49ers,27,71,40,97.6,0,2
1988,Saints,26,72.2,32,97,0,1
1988,Colts,25,78.1,39,97.5,0,1
1988,Browns,24,82.8,32,97,0,0
1988,Rams,24,75,45,93.8,0,0
1988,Giants,24,80,39,95.1,0,0
1988,Broncos,23,63.9,36,97.3,0,0
1988,Jets,23,82.1,43,100,0,1
1988,Eagles,23,71.9,42,97.7,0,0
1988,Oilers,22,64.7,48,96,1,0
1988,Seahawks,22,78.6,39,100,0,0
1988,Buccaneers,21,70,28,100,0,0
1988,Lions,20,95.2,22,95.6,0,0
1988,Vikings,20,80,48,98,0,0
1988,Falcons,19,63.3,25,92.6,0,0
1988,Redskins,19,73.1,40,97.6,0,0
1988,Raiders,18,62.1,37,94.9,1,0
1988,Bears,15,79,37,97.4,0,0
1988,Chargers,14,70,27,100,2,0
1988,Cowboys,13,52,32,100,0,0
1988,Packers,13,52,23,79.3,0,1
1988,Patriots,13,54.2,25,80.6,1,0
1988,Bengals,12,66.7,56,94.9,1,0
1988,Dolphins,12,52.2,37,94.9,0,0
1988,Cardinals,12,57.1,42,95.4,0,0
1989,Vikings,32,72.7,35,97.2,1,0
1989,Patriots,30,75,27,90,0,0
1989,Giants,29,76.3,35,94.6,0,1
1989,49ers,29,80.6,49,96.1,0,0
1989,Redskins,29,72.5,41,100,1,0
1989,Broncos,27,81.8,39,97.5,0,0
1989,Oilers,25,67.6,40,100,0,0
1989,Chiefs,24,72.7,34,97.1,0,0
1989,Falcons,23,71.9,30,100,0,1
1989,Bills,23,76.7,46,97.9,0,0
1989,Rams,23,76.7,51,100,0,0
1989,Raiders,23,67.6,34,100,0,0
1989,Packers,22,78.6,42,100,0,0
1989,Buccaneers,22,78.6,33,94.3,0,0
